22,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-3795,3,Sr(BiO2)2,P2_1/m,2679,FALSE,top-down,0,47,mp-29048
2dm-3797,3,SrThBr6,Pmm2,1939,FALSE,top-down,62,115,mp-29016
2dm-3798,3,Bi(PdO2)2,P4/nmm,0,FALSE,top-down,197,140,mp-25201
2dm-3799,3,PAuS,Pca2_1,742,FALSE,top-down,87,75,mp-1094079
2dm-3802,3,Sn2IF3,P2_12_12,2952,TRUE,top-down,36,104,mp-27167
2dm-3803,3,BaThBr6,Pmm2,1995,FALSE,top-down,77,133,mp-570615
2dm-3807,3,As3(HO2)5,P-1,3416,FALSE,top-down,43,101,mp-27404
2dm-3810,3,BiOF,P-3m1,3415,FALSE,top-down,46,86,mp-759883
2dm-3811,3,HgPS3,P-1,1905,TRUE,top-down,0,75,mp-27178
2dm-3812,3,Zr2CuGe4,P4/nmm,0,FALSE,top-down,154,177,mp-18279
2dm-3818,3,VOF2,Pmm2,2106,FALSE,top-down,67,54,mp-764312
2dm-3821,3,ZnPS3,P-31m,2148,FALSE,top-down,13,66,mp-3342
2dm-3823,3,TaCoTe2,P2_1/c,9,TRUE,top-down,12,75,mp-28846
2dm-3824,3,Ta2NiS5,Pmmn,0,FALSE,top-down,0,72,mp-28308
2dm-3827,3,Mg(IO3)2,P1,3644,FALSE,top-down,112,170,mp-770718
2dm-3831,3,Sb4Br2O5,P2_1/c,2864,FALSE,top-down,34,,mp-27700
2dm-3835,3,Zn(HO)2,P-3m1,2338,TRUE,top-down,100,65,mp-625487
2dm-3837,3,NaInBr4,P2_1,3180,TRUE,top-down,24,103,mp-28569
2dm-3838,3,Te4MoBr,C2/m,1014,FALSE,top-down,0,100,mp-29190
2dm-3839,3,Zr(MoO4)2,P-3m1,3228,FALSE,top-down,113,84,mp-627151
2dm-3840,3,SrBi5O9,Pm,0,FALSE,top-down,88,40,mp-753517
2dm-3841,3,Nb3TeI7,P3m1,606,FALSE,top-down,5,95,mp-29689
2dm-3842,3,AgIO3,Pc,2271,FALSE,top-down,9,,mp-27384
2dm-3843,3,Cr2SiO4,C222,0,FALSE,top-down,710,774,mp-18800
2dm-3845,3,NbNiTe2,Pmna,0,FALSE,top-down,0,81,mp-20506
2dm-3846,3,ZrBrN,Pmmn,1736,TRUE,top-down,13,41,mp-570157
2dm-3848,3,Re(TeCl6)2,P-1,738,FALSE,top-down,26,,mp-28633
2dm-3849,3,TlInS2,P1,1593,FALSE,top-down,390,108,mp-632539
2dm-3850,3,Sb2Te4Pb,P-3m1,773,FALSE,top-down,743,,mp-31507
2dm-3851,3,Ta4AgS8,Pm,0,FALSE,top-down,105,,mp-677597
2dm-3852,3,Si2Hg6O7,P2/m,1914,FALSE,top-down,177,343,mp-28712
2dm-3853,3,Co2Te3O8,C2,2475,FALSE,top-down,83,188,mp-18855
2dm-3854,3,SrThBr6,Pmma,2432,FALSE,top-down,54,45,mp-29016
2dm-3856,3,Li2MnF6,P2_12_12,2875,TRUE,top-down,37,60,mp-763147
2dm-3857,3,AgSb2F12,P-1,454,FALSE,top-down,0,29,mp-14653
2dm-3858,3,CrBrO,Pmmn,1507,FALSE,top-down,34,40,mp-31725
2dm-3860,3,Li2UBr6,P-31m,152,TRUE,top-down,2,54,mp-675438
2dm-3861,3,Ta3Te14Pd3,Pm,0,FALSE,top-down,8,,mp-505132
2dm-3862,3,YFeF5,Pmmm,0,FALSE,top-down,619,576,mvc-16010
2dm-3863,3,La2PBr2,P-3m1,0,FALSE,top-down,0,51,mp-570988
2dm-3864,3,Fe4Cu2S7,Pmm2,0,FALSE,top-down,239,95,mp-540724
2dm-3865,3,Mg(IO3)2,P2_1,3373,FALSE,top-down,102,113,mp-770718
2dm-3866,3,MgSb2O5,Pm,1167,FALSE,top-down,203,86,mvc-4623
2dm-3871,3,Nb2CS2,P-3m1,186,FALSE,top-down,22,54,mp-4384
2dm-3872,3,Bi2P4O13,C2,4192,FALSE,top-down,56,124,mp-28541
2dm-3873,3,Ba2Bi3O7,Pmm2,0,FALSE,top-down,194,45,mvc-1203
2dm-3876,3,PrBrO,P-3m1,4167,FALSE,top-down,30,37,mp-756702
2dm-3877,3,RbPbF3,P2_1/m,4189,FALSE,top-down,45,45,mp-605350
2dm-3880,3,Ba2Mn3O8,P4/mmm,0,FALSE,top-down,265,9,mvc-1150
2dm-3881,3,Ag2CO3,P2_1/m,1333,FALSE,top-down,92,196,mp-4691
2dm-3883,3,SiBi2O5,Pmc2_1,2208,FALSE,top-down,207,,mp-769310
2dm-3885,3,TbH2Br,P-3m1,1856,FALSE,top-down,0,28,mp-642807
2dm-3887,3,FeHO2,Pmn2_1,1913,FALSE,top-down,69,93,mp-626102
2dm-3888,3,CrSbO4,P2/m,2123,FALSE,top-down,117,72,mp-771809
2dm-3889,3,Nb3SiTe6,Pmc2_1,0,FALSE,top-down,10,,mp-505137
2dm-3890,3,HoBrO,Pmmn,4575,FALSE,top-down,27,41,mp-752637
2dm-3891,3,Mn(CoO3)2,P-31m,0,FALSE,top-down,355,402,mp-765885
2dm-3893,3,Hg2MoO4,P2/c,2254,FALSE,top-down,48,113,mp-566907
2dm-3894,3,LiBH4,P3m1,6357,TRUE,top-down,47,40,mp-644223
2dm-3896,3,TmBrO,Pmmn,4655,FALSE,top-down,8,40,mp-754526
2dm-3897,3,Ba2TiO4,P4/mmm,1935,TRUE,top-down,153,10,mp-36194
2dm-3898,3,MgSnF4,P2,4954,FALSE,top-down,72,83,mvc-14195
2dm-3900,3,FeClO,Pmmn,1854,FALSE,top-down,0,36,mp-552787
2dm-3901,3,Ti(WO4)2,P-1,2757,TRUE,top-down,155,50,mvc-678
2dm-3905,3,V4Ag2O11,C2/m,1420,FALSE,top-down,104,,mp-19402
2dm-3909,3,Ni(IO3)2,P1,3028,FALSE,top-down,105,,mp-779904
2dm-3910,3,Ba2Sb2O5,P2_1/m,3063,FALSE,top-down,0,92,mp-765493
2dm-3913,3,TlVO3,Pbcm,3311,FALSE,top-down,23,,mp-25153
2dm-3914,3,Ti(CoO3)2,C2,291,FALSE,top-down,229,199,mp-765912
2dm-3915,3,Sb4Cl2O5,P2_1/c,3206,FALSE,top-down,37,,mp-23419
2dm-3916,3,Ta4AgS8,P2_1/m,0,FALSE,top-down,0,,mp-677597
2dm-3918,3,ZrIN,P-3m1,1831,TRUE,top-down,27,39,mp-580886
2dm-3919,3,CrPO4,C2/m,1994,TRUE,top-down,246,92,mp-690012
2dm-3920,3,BaThBr6,Pmma,2518,FALSE,top-down,55,48,mp-570615
2dm-3923,3,RbAsO2,Pbcm,4126,TRUE,top-down,0,57,mp-30299
2dm-3924,3,Ca(BiO2)4,Pm,255,FALSE,top-down,188,,mvc-2851
2dm-3926,3,MgBi2O5,Pm,319,FALSE,top-down,355,285,mvc-4822
2dm-3927,3,MgSb2O5,P-1,1628,FALSE,top-down,184,33,mvc-4623
2dm-3928,3,Al2CdCl8,Pc,4013,TRUE,top-down,0,75,mp-28361
2dm-3929,3,TlAsS2,P2_1,1792,TRUE,top-down,4,,mp-4988
2dm-3930,3,BaNiF4,Pmn2_1,4269,FALSE,top-down,124,,mp-555321
2dm-3931,3,Ti3H2O7,Pm,2830,FALSE,top-down,87,70,mp-626557
2dm-3932,3,U(HO2)2,Pmna,1873,TRUE,top-down,136,113,mp-626864
2dm-3934,3,B3C10N3,Pmm2,814,FALSE,top-down,584,71,mp-642462
2dm-3935,3,CaCr2F12,P-1,1404,FALSE,top-down,4,25,mvc-14383
2dm-3937,3,Sb2TeSe2,P-3m1,753,FALSE,top-down,372,72,mp-571550
2dm-3939,3,ZrTe2Br5,P2/m,1122,FALSE,top-down,0,126,mp-28671
2dm-3940,3,CdCN2,P3m1,0,FALSE,top-down,1336,76,mp-621694
2dm-3942,3,Mn(HO)2,P3m1,2054,TRUE,top-down,225,57,mp-625668
2dm-3943,3,Lu4B3C4,P-1,0,FALSE,top-down,437,,mp-567908
2dm-3944,3,BaCaI4,P2/m,3733,TRUE,top-down,33,84,mp-753575
2dm-3945,3,AuClO2,P222_1,1132,TRUE,top-down,6,67,mp-997092
2dm-3947,3,Te3(PdBr)4,P-1,737,FALSE,top-down,0,89,mp-638749
2dm-3948,3,TiCo3O8,P-3m1,67,FALSE,top-down,285,196,mp-765864
2dm-3950,3,ZrTiTe4,P2/m,0,FALSE,top-down,25,113,mp-8677
2dm-3951,3,Hg2SO4,P2/c,2413,FALSE,top-down,6,194,mp-7461
2dm-3952,3,Tl2SnS3,Pmma,1333,FALSE,top-down,21,57,mp-542623
2dm-3954,3,Mn3SbO8,C2/m,0,FALSE,top-down,94,66,mp-776354
2dm-3957,3,Ti2ZnO5,Pmmn,3156,FALSE,top-down,259,248,mvc-8123
2dm-3958,3,LiCu2F5,P2_1/m,516,FALSE,top-down,98,29,mp-867590
2dm-3960,3,Sc2Te5O13,P1,3139,FALSE,top-down,50,,mp-558571
2dm-3963,3,Te6Br2O11,Pmma,2400,FALSE,top-down,23,137,mp-29251
2dm-3965,3,VOF3,Pca2_1,3169,TRUE,top-down,34,30,mp-764241
2dm-3967,3,Zn2In2S5,P3m1,0,FALSE,top-down,102,,mp-542644
2dm-3969,3,BaCaI4,P2_12_12,3969,TRUE,top-down,141,164,mp-766348
2dm-3970,3,PbWO4,Pmna,2491,FALSE,top-down,285,103,mp-641441
2dm-3971,3,TlSbO3,P312,2898,FALSE,top-down,134,192,mp-561465
2dm-3974,3,Fe4Cu2S7,Pmma,0,FALSE,top-down,214,38,mp-540724
2dm-3976,3,Si3Bi2O9,P-6,4246,FALSE,top-down,158,251,mp-558672
2dm-3978,3,SnBrF,P4/nmm,2306,FALSE,top-down,28,65,mp-989193
2dm-3979,3,SbOF,Pmn2_1,3179,FALSE,top-down,86,53,mp-756654
2dm-3980,3,TiPb9O11,P4,2773,FALSE,top-down,59,81,mp-674350
2dm-3981,3,UTeO,P4/nmm,0,FALSE,top-down,0,69,mp-3037
2dm-3982,3,Ba2Ti3O7,Pmm2,0,FALSE,top-down,279,11,mvc-1214
2dm-3983,3,Bi2PbSe4,P-3m1,950,FALSE,top-down,2,53,mp-675543
2dm-3985,3,Zn(InS2)2,P3m1,0,FALSE,top-down,77,,mp-541937
2dm-3986,3,TiBi2O5,Pmmn,1985,FALSE,top-down,192,156,mp-755121
2dm-3987,3,Lu2Te5O13,P1,3078,FALSE,top-down,49,,mp-557829
2dm-3988,3,MnSb2F12,P-1,3184,FALSE,top-down,0,29,mp-555052
2dm-3989,3,Zn2Ag2O5,Pmc2_1,0,FALSE,top-down,238,54,mvc-3842
2dm-3991,3,Sc2Te5O13,P-1,3063,FALSE,top-down,14,,mp-558571
2dm-3992,3,Mg(SbO2)2,Pmc2_1,1363,FALSE,top-down,326,90,mvc-5732
2dm-3994,3,Ba2LiN,P-4m2,0,FALSE,top-down,247,226,mp-605860
2dm-3995,3,Li3Fe2F9,P-6,4104,TRUE,top-down,110,87,mp-775687
2dm-3996,3,Ti3H2O7,P1,2974,FALSE,top-down,92,55,mp-626566
2dm-3997,3,CoTeO4,P2/m,1054,TRUE,top-down,29,,mp-771247
2dm-3998,3,Fe(PS3)2,C2,64,FALSE,top-down,126,67,mp-753614
2dm-3999,3,Re3Se4Cl,P-1,1247,FALSE,top-down,0,67,mp-580748
2dm-4000,3,ZnBi2O5,Pmma,0,FALSE,top-down,263,,mvc-8219
2dm-4001,3,Ga2Fe2S5,P-3m1,0,FALSE,top-down,179,27,mp-608823
2dm-4002,3,Sb2WO6,P2_1/c,1130,FALSE,top-down,45,111,mp-541435
2dm-4003,3,VTeO4,P2_1/c,2388,FALSE,top-down,110,,mp-566857
2dm-4004,3,PuIO,P4/nmm,0,FALSE,top-down,598,766,mp-647604
2dm-4005,3,Sb4O5F2,P2_1/c,3414,FALSE,top-down,50,,mp-753445
2dm-4007,3,K(MoO3)3,P2/m,465,FALSE,top-down,89,,mp-19607
2dm-4008,3,Ti3H2O7,P-1,2932,FALSE,top-down,92,22,mp-626547
2dm-4015,3,VOF3,P1,2749,FALSE,top-down,31,,mp-777150
2dm-4017,3,CrAgSe2,P3m1,0,FALSE,top-down,237,284,mp-3532
2dm-4018,3,LiTeO3,P2,2537,FALSE,top-down,183,196,mp-755231
2dm-4019,3,H2WO4,Pmn2_1,1493,TRUE,top-down,103,109,mp-32543
2dm-4020,3,Zn2W2O5,Pm,0,FALSE,top-down,564,173,mvc-3990
2dm-4021,3,Zn(SbO2)2,C2,2384,FALSE,top-down,122,28,mvc-7295
2dm-4025,3,Mg2Mo3O8,P2/m,1446,FALSE,top-down,267,,mvc-14313
2dm-4026,3,Ca(SbO2)2,P2_1/m,2200,TRUE,top-down,98,,mvc-7329
2dm-4027,3,Mg2Al2Se5,P-3m1,1261,TRUE,top-down,5,25,mp-29624
2dm-4028,3,Y2Te5O13,P-1,3066,FALSE,top-down,14,,mp-554852
2dm-4029,3,Mg2Ag2O5,Pmm2,0,FALSE,top-down,223,,mvc-3766
2dm-4031,3,Ta3Te14Pd3,P2_1/m,0,FALSE,top-down,,,mp-505132
2dm-4034,3,Fe(HO)2,P-3m1,0,FALSE,top-down,212,65,mp-626680
2dm-4036,3,VZnF4,P-1,0,FALSE,top-down,346,,mvc-3525
2dm-4037,3,Ti3H2O7,P2_1,2560,FALSE,top-down,152,14,mp-626565
2dm-4038,3,Be(BC)2,Pmm2,0,FALSE,top-down,798,,mp-569299
2dm-4041,3,Li2BiO3,P2/m,0,FALSE,top-down,886,,mp-753162
2dm-4043,3,ZrPbF6,Cmme,5322,TRUE,top-down,65,170,mp-7310
2dm-4045,3,Lu2Te5O13,P-1,3163,FALSE,top-down,10,,mp-557829
2dm-4046,3,V2Re2O11,P1,1283,FALSE,top-down,148,,mp-704848
2dm-4047,3,Sb2Te2Se,P-3m1,639,FALSE,top-down,671,76,mp-3525
2dm-4048,3,CuBiO2,P2_1/m,1423,FALSE,top-down,53,111,mp-997054
2dm-4049,3,FePS3,P-31m,0,FALSE,top-down,137,81,mp-5864
2dm-4052,3,Ta3(OF)5,Pmmm,2202,FALSE,top-down,85,36,mp-756593
2dm-4056,3,NaBF4,Pmmn,7533,TRUE,top-down,0,,mp-3521
2dm-4057,3,Cr3Sb5O16,Cm,0,FALSE,top-down,197,106,mp-777918
2dm-4059,3,Si2H2O5,Pc,5700,FALSE,top-down,41,18,mp-626083
2dm-4064,3,Y2(CuO2)3,C2/m,0,FALSE,top-down,331,,mvc-12773
2dm-4066,3,CrCuO4,Pmma,116,FALSE,top-down,69,127,mp-504927
2dm-4067,3,MgPSe3,P-31m,2421,FALSE,top-down,0,70,mp-30943
2dm-4070,3,Zr3(Al2C3)2,P-3m1,0,FALSE,top-down,133,,mp-569831
2dm-4071,3,Zn2Co3O8,P2/m,1,FALSE,top-down,215,,mvc-14025
2dm-4072,3,NbV3O10,P-4m2,1667,TRUE,top-down,95,79,mp-776661
2dm-4075,3,K2CoSe2,Pccm,0,FALSE,top-down,122,,mp-8768
2dm-4076,3,CoAsS,Pca2_1,0,FALSE,top-down,299,92,mp-613314
2dm-4079,3,Mg(BH4)2,Pmc2_1,6594,FALSE,top-down,0,23,mp-571156
2dm-4081,3,Mn5O9F,P1,703,FALSE,top-down,67,55,mp-766870
2dm-4085,3,Si2H2O5,P1,2853,TRUE,top-down,212,95,mp-626085
2dm-4086,3,TlSbO3,P-31m,2952,FALSE,top-down,0,39,mp-30058
2dm-4088,3,Ba2Ni3O7,P2/m,0,FALSE,top-down,411,26,mvc-1422
2dm-4091,3,HgIBr,Cm,2228,FALSE,top-down,30,93,mp-570172
2dm-4092,3,Co2SbO6,P-31m,0,FALSE,top-down,220,72,mp-859782
2dm-4093,3,Sn3(P2O7)2,P-1,2931,FALSE,top-down,63,21,mp-673118
2dm-4095,3,Bi4O5F2,P2_1/c,3484,FALSE,top-down,150,,mp-753699
2dm-4096,3,Ca(BiO2)4,Pm,744,FALSE,top-down,182,117,mvc-10702
2dm-4099,3,SmGa2Co,P4/mmm,0,FALSE,top-down,348,,mp-980004
2dm-4100,3,RbPbF3,P-1,4025,TRUE,top-down,20,4,mp-605350
2dm-4102,3,Ge3(Te3As)2,P-3m1,502,FALSE,top-down,18,39,mp-541312
2dm-4103,3,Mn(CoO3)2,C2/m,1455,FALSE,top-down,22,,mp-763057
2dm-4105,3,Pb(ClO2)2,P4/nbm,1604,FALSE,top-down,146,60,mp-615141
2dm-4106,3,La2(BiO2)7,P1,0,FALSE,top-down,77,,mp-753524
2dm-4107,3,AgBiO2,P2/m,39,FALSE,top-down,227,238,mp-996970
2dm-4108,3,Zn2Cr3O8,P2/m,605,FALSE,top-down,220,,mvc-14026
2dm-4109,3,Mg3(HO2)2,P-3m1,2567,TRUE,top-down,25,28,mp-30243
2dm-4113,3,Mg(AlSe2)2,P-3m1,1217,TRUE,top-down,2,23,mp-9479
2dm-4114,3,BaV4O8,P-31m,0,FALSE,top-down,308,29,mvc-1037
2dm-4115,3,MgPS3,P-31m,3053,FALSE,top-down,0,63,mp-675651
2dm-4116,3,MnCoO4,P2/m,0,FALSE,top-down,171,83,mp-771797
2dm-4117,3,Ca(SnO2)2,Pmmn,3144,FALSE,top-down,134,39,mvc-6844
2dm-4118,3,VCl2O,Pmmm,1070,FALSE,top-down,96,60,mp-540793
2dm-4119,3,CaTi4O9,P4/n,2966,FALSE,top-down,166,167,mvc-10066
2dm-4121,3,Ti3H2O7,Pm,2838,FALSE,top-down,,91,mp-626550
2dm-4122,3,Mn(PO4)2,P-1,0,FALSE,top-down,212,187,mp-767220
2dm-4123,3,CrSiTe3,P-31m,592,FALSE,top-down,0,86,mp-3779
2dm-4124,3,TlFeSe2,C2/m,0,FALSE,top-down,81,,mp-9810
2dm-4126,3,HfSnO3,P-31m,3576,FALSE,top-down,65,37,mp-776083
2dm-4127,3,Nb2CrO8,P2/c,488,TRUE,top-down,258,33,mvc-480
2dm-4129,3,TiOF2,P2_1,3832,FALSE,top-down,59,84,mp-753858
2dm-4131,3,CaSb2O5,Pmm2,0,FALSE,top-down,309,73,mvc-4397
2dm-4132,3,LiCuO,Pmma,1252,FALSE,top-down,186,153,mp-755646
2dm-4134,3,KV4O10,Amm2,0,FALSE,top-down,50,61,mp-767780
2dm-4137,3,MgMn2O5,Pmmn,0,FALSE,top-down,566,,mvc-11965
2dm-4139,3,Li4VF8,P2,2022,TRUE,top-down,135,,mp-766941
2dm-4140,3,S(IO3)2,C2,2116,FALSE,top-down,0,84,mp-30984
2dm-4142,3,Bi2Pb2Se5,P-3m1,806,FALSE,top-down,4,39,mp-570930
2dm-4149,3,Sb5O7F,P-1,3066,FALSE,top-down,81,,mp-757173
2dm-4151,3,LiVF4,Pmma,2167,FALSE,top-down,165,136,mp-778409
2dm-4152,3,SbPO4,Pmc2_1,3190,TRUE,top-down,117,216,mp-770401
2dm-4155,3,GaGeTe,P-3m1,768,FALSE,top-down,3,33,mp-8211
2dm-4156,3,FeCoO4,P2/m,0,FALSE,top-down,141,53,mp-771871
2dm-4157,3,SrLaBr5,P2_1/m,3117,FALSE,top-down,49,78,mp-756437
2dm-4158,3,TcO3F,P2_1/c,2493,FALSE,top-down,23,43,mp-555390
2dm-4161,3,SrLaI5,P2_1/m,2362,FALSE,top-down,32,76,mp-755705
2dm-4163,3,AlBMo,Pmma,0,FALSE,top-down,306,367,mp-7574
2dm-4166,3,SrH2O3,Pmc2_1,3027,FALSE,top-down,12,-234,mp-642654
2dm-4171,3,V2ZnO5,Pmmn,2176,FALSE,top-down,215,,mvc-11970
2dm-4172,3,TePdI2,P-1,547,FALSE,top-down,14,74,mp-573321
2dm-4173,3,LiVF4,P2_1/c,2195,TRUE,top-down,57,,mp-776621
2dm-4174,3,VZnO2,P1,0,FALSE,top-down,331,160,mvc-5157
2dm-4176,3,AgO2F,P2_1/m,0,FALSE,top-down,0,78,mp-997101
2dm-4179,3,SbClO,P4/nmm,1996,FALSE,top-down,43,60,mp-989196
2dm-4180,3,ZnNi2O5,Pmmn,0,FALSE,top-down,132,43,mvc-12566
2dm-4181,3,MgFe4O9,P2/c,6,FALSE,top-down,368,144,mvc-10701
2dm-4182,3,SbPO4,P2_1/m,4364,FALSE,top-down,0,103,mp-3439
2dm-4183,3,ZrBrN,P-3m1,2572,FALSE,top-down,0,35,mp-541912
2dm-4184,3,Ta2CrO8,P2/c,0,FALSE,top-down,337,,mvc-3013
2dm-4187,3,Mg(HO)2,P3m1,4014,TRUE,top-down,256,54,mp-626149
2dm-4190,3,Sr4As2O,P4/mmm,0,FALSE,top-down,1666,1872,mp-8299
2dm-4191,3,LiVO3,P2/c,3235,FALSE,top-down,92,,mp-19373
2dm-4192,3,HgPSe3,P-1,1362,FALSE,top-down,0,77,mp-7293
2dm-4193,3,Hg2WO4,P2/c,2239,TRUE,top-down,19,115,mp-32542
2dm-4197,3,U(BO3)2,C2,2271,FALSE,top-down,26,81,mp-31013
2dm-4199,3,LaHBr2,P-6m2,3723,FALSE,top-down,0,58,mp-696944
2dm-4200,3,Au2Se3O10,Cm,1018,FALSE,top-down,6,125,mp-559824
2dm-4202,3,Li6Br3N,P2/m,1821,FALSE,top-down,119,160,mp-34326
2dm-4203,3,Li3SbS3,P-3,2623,FALSE,top-down,67,96,mp-755463
2dm-4207,3,ZnSnO2,P1,1166,FALSE,top-down,153,39,mvc-4962
2dm-4210,3,Li2VF6,Pmn2_1,2165,FALSE,top-down,66,102,mp-859136
2dm-4211,3,Sb(MoO4)2,P2/c,0,FALSE,top-down,143,27,mp-510758
2dm-4212,3,Zn2In2S5,P3m1,0,FALSE,top-down,101,,mp-560806
2dm-4213,3,Sm(AlCl4)2,P2/c,257,FALSE,top-down,114,58,mp-569569
2dm-4215,3,CaGeO3,P-1,3562,FALSE,top-down,98,,mp-17761
2dm-4216,3,Si2Ag6O7,P2/c,762,FALSE,top-down,122,,mp-561313
2dm-4217,3,Li2VF6,P-3m1,1994,FALSE,top-down,68,20,mp-764434
2dm-4218,3,TaAsO4,Pmc2_1,1619,TRUE,top-down,225,237,mp-756401
2dm-4219,3,Hg3SO6,P1,935,FALSE,top-down,55,176,mp-30890
2dm-4220,3,Mg(Mo3O8)2,P3m1,729,FALSE,top-down,238,,mvc-12777
2dm-4222,3,TmFeGe2,P4/nmm,0,FALSE,top-down,384,341,mp-971806
2dm-4223,3,Eu(ReO4)2,P-3,314,FALSE,top-down,0,68,mp-754760
2dm-4225,3,CuSe2Cl,P222_1,778,FALSE,top-down,0,102,mp-31038
2dm-4226,3,Tl2GeS3,P-1,2252,FALSE,top-down,21,122,mp-7277
2dm-4232,3,Mg(SbO2)4,P1,1933,FALSE,top-down,214,67,mvc-10706
2dm-4233,3,Fe3OF7,P3m1,2760,FALSE,top-down,113,50,mp-774191
2dm-4234,3,Ta2MoO8,P2/c,903,FALSE,top-down,269,29,mvc-2968
2dm-4235,3,LiVF6,P2_1,3186,TRUE,top-down,38,-4,mp-777453
2dm-4236,3,MnPS3,P-31m,655,TRUE,top-down,8,66,mp-8613
2dm-4237,3,V2ZnS5,Pmmn,0,FALSE,top-down,399,234,mvc-14775
2dm-4238,3,Bi7(S3Cl)3,Pm,460,FALSE,top-down,157,50,mp-676611
2dm-4239,3,K5NO4,P1,0,FALSE,top-down,201,3,mp-703272
2dm-4240,3,LiCuO2,P-1,624,FALSE,top-down,32,30,mp-753845
2dm-4241,3,Pr(ReO4)2,P-3,0,FALSE,top-down,9,92,mp-754632
2dm-4244,3,ScBrO,P4/nmm,3497,FALSE,top-down,69,42,mp-989190
2dm-4247,3,Hf(Te2Cl3)2,P-1,1189,FALSE,top-down,13,125,mp-29419
2dm-4248,3,YCBr,C2/m,0,FALSE,top-down,0,34,mp-643367
2dm-4250,3,CuBrO2,P222_1,458,TRUE,top-down,36,56,mp-997011
2dm-4251,3,SnGeS3,P2_1/c,1907,FALSE,top-down,0,87,mp-5045
2dm-4252,3,GeClF,P4/nmm,2871,FALSE,top-down,126,58,mp-989197
2dm-4254,3,Tl(IO3)3,P-3,2519,FALSE,top-down,14,131,mp-972032
2dm-4256,3,MgSb2O5,Amm2,0,FALSE,top-down,384,88,mvc-8117
2dm-4257,3,YIO,P4/nmm,3542,FALSE,top-down,0,47,mp-753712
2dm-4261,3,Ba(BSe3)2,C2/m,2172,FALSE,top-down,24,126,mp-570823
2dm-4263,3,Ta2PdS6,C2/m,162,FALSE,top-down,0,83,mp-8435
2dm-4264,3,AgGeO3,Pmc2_1,0,FALSE,top-down,101,98,mp-779664
2dm-4265,3,Hf3(Al2C3)2,P-3m1,0,FALSE,top-down,116,,mp-567970
2dm-4268,3,Ta2WO8,P2/c,1548,FALSE,top-down,284,32,mvc-2975
2dm-4269,3,PbWO4,P2_1/c,3453,FALSE,top-down,48,,mp-540719
2dm-4273,3,Cd(HO)2,P-3m1,2272,TRUE,top-down,34,74,mp-625548
2dm-4276,3,FeOF,Pmmm,814,FALSE,top-down,228,234,mp-763056
2dm-4277,3,Zr2Al4C5,P-3m1,0,FALSE,top-down,146,,mp-571419
2dm-4278,3,Bi2Te5Pb2,P-3m1,0,FALSE,top-down,64,,mp-569044
2dm-4279,3,Zn(SnN)2,P-4m2,0,FALSE,top-down,265,,mvc-15702
2dm-4280,3,CuBrO2,P2/m,0,FALSE,top-down,27,143,mp-996993
2dm-4281,3,NbI2O,Pmm2,780,FALSE,top-down,0,67,mp-549720
2dm-4282,3,LiFeF4,P2/m,3172,FALSE,top-down,214,,mp-777677
2dm-4284,3,ZrAl5Ni2,P4/mmm,0,FALSE,top-down,618,633,mp-30183
2dm-4285,3,AlNiF5,Pmmm,165,FALSE,top-down,635,688,mvc-14726
2dm-4286,3,HfBrN,P-3m1,3135,FALSE,top-down,12,36,mp-30302
2dm-4288,3,Ca(ClO2)2,P4/nbm,2930,FALSE,top-down,139,56,mp-561366
2dm-4289,3,CrPS4,C2/m,734,TRUE,top-down,0,71,mp-542096
2dm-4291,3,Ni(ClO4)2,P-3,4031,FALSE,top-down,0,22,mp-540966
2dm-4292,3,Te(HO2)2,Pc,2025,TRUE,top-down,25,48,mp-625526
2dm-4293,3,Sm2(PPt2)3,P-4m2,0,FALSE,top-down,119,,mp-570141
2dm-4294,3,Ba2Ti3O8,P4/mmm,743,FALSE,top-down,198,8,mvc-14876
2dm-4296,3,Nb3IrSe8,C2,0,FALSE,top-down,11,88,mp-675066
2dm-4297,3,CaBi2O5,Pmm2,0,FALSE,top-down,252,115,mvc-4429
2dm-4299,3,Sn(WO4)2,P-1,3408,TRUE,top-down,157,59,mvc-668
2dm-4303,3,Ge3(BiTe3)2,P3m1,0,FALSE,top-down,38,,mp-540687
2dm-4307,3,Bi3O2F5,Pmc2_1,3596,FALSE,top-down,48,,mp-759405
2dm-4308,3,Sb(WO4)2,P-1,0,FALSE,top-down,212,64,mvc-636
2dm-4309,3,Ba4As2O,P4/mmm,0,FALSE,top-down,1619,,mp-8300
2dm-4310,3,MoPO5,P4/n,3159,FALSE,top-down,14,107,mp-504818
2dm-4311,3,KAsO2,Pbcm,4141,FALSE,top-down,0,57,mp-30298
2dm-4313,3,SmIO,P-3m1,2714,TRUE,top-down,74,41,mp-754960
2dm-4317,3,Ca3SiBr2,Cm,0,FALSE,top-down,183,,mp-568791
2dm-4318,3,Te2Pd3Pb2,Pmmn,0,FALSE,top-down,13,135,mp-605028
2dm-4321,3,HAuO2,P2/m,1386,FALSE,top-down,40,86,mp-996955
2dm-4322,3,Mg(BiO2)2,P2_1/m,2665,FALSE,top-down,105,,mvc-7302
2dm-4323,3,LiCuO2,Cm,503,FALSE,top-down,71,100,mp-773044
2dm-4325,3,FeOF,Pmmn,1956,FALSE,top-down,55,51,mp-765183
